,index,Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
190,333,Aakhree Raasta,1986,164.0,"Action, Crime, Drama",7.1,1283,Bhagyaraj,Amitabh Bachchan,Sridevi,Jaya Prada
191,334,Aakhri Adaalat,1988,148.0,"Action, Thriller",5.2,78,Rajiv Mehra,Vinod Khanna,Dimple Kapadia,Jackie Shroff
192,335,Aakhri Baazi,1989,149.0,"Action, Drama, Family",4.1,53,Ashim S. Samanta,Shatrughan Sinha,Moushumi Chatterjee,Govinda
193,336,Aakhri Badla,1989,120.0,"Action, Crime, Drama",5.0,21,Mangal Chakravarty,Tom Alter,Yogeeta Bali,Abhi Bhattacharya
194,338,Aakhri Cheekh,1991,133.43912352005654,Horror,4.8,47,Kiran Ramsay,Vijayendra Ghatge,Javed Khan,Sripradha
195,340,Aakhri Daao,1975,133.43912352005654,"Action, Crime, Drama",5.5,29,A. Salaam,Jeetendra,Saira Banu,Padma Khanna
196,341,Aakhri Daku,1978,133.43912352005654,Action,5.6,21,Prakash Mehra,Randhir Kapoor,Vinod Khanna,Rekha
197,342,Aakhri Dao,1958,133.43912352005654,Comedy,6.4,16,Mahesh Kaul,Nutan,Shekhar,Jeevan
198,346,Aakhri Ghulam,1989,171.0,"Action, Crime, Drama",4.9,34,Shibu Mitra,Mithun Chakraborty,Sonam,Anupam Kher
199,347,Aakhri Goli,1977,133.43912352005654,Action,4.8,18,Shibu Mitra,Sunil Dutt,Leena Chandavarkar,Farida Jalal
200,348,Aakhri Insaaf,1980,133.43912352005654,"Action, Mystery",4.9,10,Kalidas,Mithun Chakraborty,Vijayendra Ghatge,Ashok Kumar
201,349,Aakhri Inteqam,2002,133.43912352005654,Action,2.5,16,Rajesh Bakshi,Sudesh Berry,Anu Kashyap,Amit Pachori
202,350,Aakhri Kasam,1979,126.0,"Action, Thriller",6.3,7,Dinesh-Ramanesh,Ramesh Puri,Vinod Mehra,Yogeeta Bali
203,351,Aakhri Khat,1966,153.0,Drama,6.9,122,Chetan Anand,Rajesh Khanna,Indrani Mukherjee,Master Bunty
204,361,Aakhri Sangam,1990,160.0,"Action, Romance",7.3,39,N.K. Vishwanathan,Nassar,Nirosha,Aurn Pandian
205,362,Aakhri Sanghursh,1997,138.0,Action,2.8,17,Narendra Bedi,Vijayendra Ghatge,Kaajal Kiran,Mukesh Khanna
206,364,Aakraman,1975,139.0,"Drama, History, Romance",6.3,44,J. Om Prakash,Ashok Kumar,Sanjeev Kumar,Rakesh Roshan
207,367,Aakrosh,1980,144.0,"Crime, Drama, Music",7.9,887,Govind Nihalani,Naseeruddin Shah,Smita Patil,Amrish Puri
208,368,Aakrosh,2010,115.0,"Action, Crime, Thriller",7.0,3464,Priyadarshan,Ajay Devgn,Akshaye Khanna,Bipasha Basu
209,369,Aakrosh: Cyclone of Anger,1998,133.43912352005654,"Action, Crime, Drama",4.6,93,Lateef Binny,Sunil Shetty,Shilpa Shetty Kundra,Girish Karnad
210,370,Aalaap,2012,116.0,Sci-Fi,5.4,26,Manish Manikpuri,Omkar Das Manikpuri,Pitobash,Amit Purohit
211,371,Aalavandhan,2001,177.0,"Action, Thriller",7.2,2192,Suresh Krishna,Kamal Haasan,Raveena Tandon,Manisha Koirala
212,373,Aalwar,2007,152.0,Action,3.0,922,Chella,Ajith Kumar,Asin Thottumkal,Vivek
213,374,Aamaar Bhuvan,2018,107.0,"Drama, Family",7.7,72,Mrinal Sen,Saswata Chatterjee,Nandita Das,Koushik Sen
214,375,Aamdani Atthanni Kharcha Rupaiya,2001,150.0,"Comedy, Drama, Family",4.8,1238,K. Raghavendra Rao,A.S. Ravindra Babu,Govinda,Juhi Chawla
215,376,Aamir,2008,99.0,"Action, Crime, Drama",7.7,10862,Raj Kumar Gupta,Rajeev Khandelwal,Aishwarya,Vasan Bala
216,378,Aamne - Saamne,1967,163.0,"Crime, Mystery, Romance",6.5,81,Suraj Prakash,Shashi Kapoor,Sharmila Tagore,Prem Chopra
217,379,Aamne Samne,1982,143.0,"Action, Crime, Drama",6.4,53,Ashim S. Samanta,Mithun Chakraborty,Bindiya Goswami,Arti Gupta
218,380,Aamras: The Sweet Taste of Friendship,2009,133.43912352005654,Drama,5.8,60,Rupali Guha,Vega Tamotia,Ntasha Bhardwaj,Maanvi Gagroo
219,382,Aan Aur Shaan,1984,130.0,Drama,6.4,37,Ravi Tandon,Rishi Kapoor,Moushumi Chatterjee,Shammi Kapoor
220,383,Aan Baan,1972,133.43912352005654,Drama,6.1,28,Prakash Mehra,Rajendra Kumar,Rakhee Gulzar,Kumkum
221,384,Aan Baan,1956,133.43912352005654,Romance,2.8,5,D.D. Kashyap,Ajit,Nalini Jaywant,Mahipal
222,385,Aan Milo Sajna,1970,177.0,"Drama, Musical, Romance",6.4,211,Mukul Dutt,Rajesh Khanna,Asha Parekh,Vinod Khanna
223,386,Aan: Men at Work,2004,149.0,"Action, Crime, Drama",5.7,2907,Madhur Bhandarkar,Akshay Kumar,Shatrughan Sinha,Sunil Shetty
224,387,Aanch,2003,160.0,Drama,5.6,102,Rajesh Ram Singh,Arun Bakshi,Suchindra Bali,Poonam Jhawer
225,388,Aanchal,1980,138.0,"Action, Drama, Family",6.4,58,Anil Ganguly,Rajesh Khanna,Rakhee Gulzar,Rekha
226,389,Aanchal,1960,133.43912352005654,"Drama, Family",4.9,8,Vasant Joglekar,Ashok Kumar,Nirupa Roy,Nanda
227,390,Aanchal Ke Phool,1968,133.43912352005654,Drama,5.7,6,Karunesh Thakur,Sajjan,Kamini Kaushal,Dev Dutt
228,392,Aandhi,1975,133.0,"Drama, Romance",8.1,1406,Gulzar,Suchitra Sen,Sanjeev Kumar,Om Shivpuri
229,394,Aandhi Aur Toofan,1964,133.43912352005654,"Action, Adventure, Romance",6.0,8,Mohammed Hussain,Dara Singh,Mumtaz,Kamran
230,395,Aandhi-Toofan,1985,144.0,Drama,6.1,49,Babbar Subhash,Shashi Kapoor,Hema Malini,Danny Denzongpa
231,396,Aandhiyan,1952,136.0,Drama,7.4,30,Chetan Anand,Dev Anand,Nimmi,Kalpana Kartik
232,397,Aandhiyan,1990,145.0,Drama,4.8,38,David Dhawan,Mumtaz,Prasenjit Chatterjee,Madhushree
233,398,Aangan,1959,133.43912352005654,"Music, Romance",6.6,31,O.P. Dutta,Agha,Ameeta,Rehman
234,400,Aangan Ki Kali,1979,133.43912352005654,"Drama, Family",5.6,5,Harsh Kohli,Rakesh Roshan,Lakshmi,Prema Narayan
235,401,Aani Maani,2019,94.0,Drama,6.6,15,Fahim Irshad,Farrukh Seyer,Priyanka Verma,Neha Singh
236,404,Aankh Micholi,1972,133.43912352005654,Family,6.0,6,Ramanna,Rakesh Roshan,Bharti,Om Prakash
237,408,Aankhen,1993,170.0,"Action, Comedy, Crime",6.7,1898,David Dhawan,Govinda,Chunky Panday,Raj Babbar
238,409,Aankhen,1950,133.43912352005654,"Drama, Family",7.2,6,Devendra Goel,Shekhar,Bharat Bhushan,Nalini Jaywant
239,410,Aankhen,2002,165.0,"Crime, Drama, Thriller",7.4,12574,Vipul Amrutlal Shah,Amitabh Bachchan,Akshay Kumar,Sushmita Sen
240,413,Aankhon Aankhon Mein,1972,154.0,"Drama, Romance",6.4,28,Raghunath Jhalani,Rakhee Gulzar,Rakesh Roshan,Achala Sachdev
241,416,Aansoo Aur Muskan,1970,150.0,"Comedy, Drama, Family",6.5,24,P. Madhavan,Hema Malini,Parikshit Sahni,Jagdeep
242,424,Aao Pyaar Karen,1964,133.43912352005654,"Drama, Romance",6.2,15,R.K. Nayyar,Joy Mukherjee,Saira Banu,Sanjeev Kumar
243,426,Aao Pyaar Karen,1994,141.0,Romance,4.2,160,Ravindra Peepat,Saif Ali Khan,Shilpa Shetty Kundra,Somy Ali
244,427,Aao Wish Karein,2009,140.0,"Comedy, Family, Fantasy",5.1,584,Glen Barreto,Aftab Shivdasani,Aamna Sharif,Rati Agnihotri
245,428,Aap Aye Bahaar Ayee,1971,119.0,"Comedy, Drama, Romance",6.6,80,Mohan Kumar,Rajendra Kumar,Sadhana,Prem Chopra
246,429,Aap Beati,1976,145.0,"Drama, Family",5.7,32,Mohan Kumar,Shashi Kapoor,Hema Malini,Ashok Kumar
247,433,Aap Ke Deewane,1980,133.43912352005654,Romance,5.8,204,Surendra Mohan,Jeetendra,Rishi Kapoor,Tina Ambani
248,434,Aap Ke Saath,1986,133.43912352005654,Drama,5.7,49,J. Om Prakash,Smita Patil,Anil Kapoor,Rati Agnihotri
249,435,Aap Ki Kasam,1974,153.0,"Romance, Drama",7.0,420,J. Om Prakash,Rajesh Khanna,Mumtaz,Sanjeev Kumar
250,436,Aap Ki Khatir,1977,115.0,"Action, Comedy, Drama",6.3,27,Sudhendu Roy,Vinod Khanna,Rekha,Nadira
251,437,Aap Ki Khatir,2006,122.0,"Comedy, Romance",3.6,863,Dharmesh Darshan,Akshaye Khanna,Priyanka Chopra Jonas,Ameesha Patel
252,439,Aap Ki Parchhaiyan,1964,128.0,"Drama, Family, Romance",6.3,39,Mohan Kumar,Dharmendra,Supriya Choudhury,Vijayalaxmi
253,441,Aap Mujhe Achche Lagne Lage,2002,180.0,"Action, Drama, Romance",3.1,2366,Vikram Bhatt,Hrithik Roshan,Ameesha Patel,Kiran Kumar
254,444,Aap To Aise Na The,1980,145.0,"Romance, Drama, Family",5.6,38,Ambrish Sangal,Raj Babbar,Ranjeeta Kaur,Deepak Parashar
255,446,Aapas Ki Baat,1981,148.0,"Action, Romance",5.2,17,Harmesh Malhotra,Poonam Dhillon,Raj Babbar,Shakti Kapoor
256,447,Aapko Pehle Bhi Kahin Dekha Hai,2003,145.0,"Action, Comedy, Drama",4.5,273,Anubhav Sinha,Priyanshu Chatterjee,Sakshi Shivanand,Farida Jalal
257,448,Aaplee Maanse,1992,133.43912352005654,Drama,6.4,12,Sanjay Soorkar,Prashant Damle,Mohan Joshi,Sudhir Joshi
258,449,Aar Paar,1985,125.0,Action,6.1,44,Shakti Samanta,Mithun Chakraborty,Rozina,Utpal Dutt
259,451,Aar Ya Paar,1997,180.0,Thriller,6.1,230,Ketan Mehta,Jackie Shroff,Deepa Sahi,Ritu Shivpuri
260,452,Aarakshan,2011,164.0,"Drama, Thriller",6.2,5170,Prakash Jha,Amitabh Bachchan,Saif Ali Khan,Manoj Bajpayee
261,453,Aaram,1951,133.43912352005654,Romance,6.8,40,D.D. Kashyap,Dev Anand,Madhubala,Talat Mahmood
262,458,Aarop,1974,129.0,Drama,6.7,13,Atma Ram,Vinod Khanna,Saira Banu,Vinod Mehra
263,459,Aar-Paar,1954,146.0,"Musical, Romance, Thriller",6.6,250,Guru Dutt,Shyama,Guru Dutt,Jagdish Sethi
264,460,Aarti,1962,156.0,"Family, Musical, Romance",6.6,67,Phani Majumdar,Ashok Kumar,Meena Kumari,Pradeep Kumar
265,462,Aarya,2007,157.0,"Action, Drama, Romance",4.6,191,Balasekaran,Bhavana,Madhavan,Prakash Raj
266,466,Aarzoo,1999,175.0,"Drama, Romance",5.4,1445,Lawrence D'Souza,Madhuri Dixit,Akshay Kumar,Saif Ali Khan
267,467,Aas,1953,133.43912352005654,Romance,5.1,13,Devendra Goel,Kamini Kaushal,Shekhar,Om Prakash
268,470,Aas Ka Panchhi,1961,133.43912352005654,"Family, Drama",6.8,32,Mohan Kumar,Vyjayanthimala,Rajendra Kumar,Raj Mehra
269,471,Aas Paas,1981,133.43912352005654,Romance,5.8,107,J. Om Prakash,Dharmendra,Hema Malini,Prem Chopra
270,472,Aasha,1957,171.0,"Comedy, Romance",6.5,23,M.V. Raman,Vyjayanthimala,Kishore Kumar,Pran
271,473,Aasha,1980,123.0,"Drama, Musical, Romance",5.3,199,J. Om Prakash,Jeetendra,Reena Roy,Rameshwari
272,475,Aashayein,2010,120.0,Drama,7.1,1259,Nagesh Kukunoor,John Abraham,Anaitha Nair,Girish Karnad
273,476,Aashiana,1986,133.43912352005654,Drama,2.6,11,Mahesh Bhatt,Amit Khanna,Mark Zubair,Deepti Naval
274,478,Aashik Aawara,1993,133.43912352005654,Drama,5.2,299,Umesh Mehra,Saif Ali Khan,Mamta Kulkarni,Mohnish Bahl
275,479,Aashiq,1962,150.0,Romance,6.7,64,Hrishikesh Mukherjee,Raj Kapoor,Padmini,Nanda
276,480,Aashiq,2001,160.0,"Action, Drama, Romance",3.8,403,Indra Kumar,Bobby Deol,Karisma Kapoor,Rahul Dev
277,481,Aashiq Banaya Aapne: Love Takes Over,2005,115.0,"Drama, Romance, Thriller",4.3,1569,Aditya Datt,Emraan Hashmi,Tanushree Dutta,Sonu Sood
278,482,Aashiq Hoon Baharon Ka,1977,136.0,Romance,5.5,85,J. Om Prakash,Rajesh Khanna,Zeenat Aman,Danny Denzongpa
279,483,Aashique Mastane,1995,133.43912352005654,Comedy,6.2,13,Ajay Kashyap,Maya Alagh,Vikas Anand,Mohnish Bahl
280,484,Aashiqui,1990,152.0,"Musical, Drama, Romance",6.3,1661,Mahesh Bhatt,Rahul Roy,Anu Agrawal,Avtar Gill
281,485,Aashiqui 2,2013,132.0,"Drama, Music, Musical",7.0,27357,Mohit Suri,Aditya Roy Kapoor,Shraddha Kapoor,Shaad Randhawa
282,486,Aashiqui.In,2011,109.0,"Drama, Romance",3.7,61,Shankhadeep,Shubhi Ahuja,Amit Dhamija,Preeti Gandwani
283,487,Aashirwad,1968,146.0,Drama,7.3,203,Hrishikesh Mukherjee,Ashok Kumar,Sanjeev Kumar,Sumita Sanyal
284,488,Aashmani Jawaharat,2014,132.0,Drama,6.1,10,Sriparna Dey,Anamitra Roy,Anamitra Roy,Yovik
285,489,Aasma,2018,105.0,"Action, Crime, Drama",5.2,8,Sudipto Sen,Subrat Dutta,Ameet Gaurr,Sunny Hinduja
286,490,Aasma: The Sky Is the Limit,2009,240.0,Drama,3.8,46,Rohit Krishnakant Nayyar,Hrishitaa Bhatt,Seema Biswas,Nauheed Cyrusi
287,492,Aasmaan,1984,145.0,"Drama, Mystery",4.8,12,Tony Juneja,Rajiv Kapoor,Divya Rana,Tina Ambani
288,493,Aasmaan Mahal,1965,172.0,Drama,5.5,6,Khwaja Ahmad Abbas,Prithviraj Kapoor,Dilip Roy,Surekha
289,494,Aasmaan Se Gira,1992,88.0,"Adventure, Comedy, Romance",6.8,56,Pankaj Parashar,Abhishek Chitlangia,Raghuvir Yadav,Anupam Kher
290,495,Aasoo Bane Angaarey,1993,150.0,Action,4.5,88,Mehul Kumar,Jeetendra,Madhuri Dixit,Kiran Kumar
291,496,Aasra,1966,161.0,"Drama, Family",7.2,32,Satyen Bose,Mala Sinha,Biswajit Chatterjee,Balraj Sahni
292,499,Aastha: In the Prison of Spring,1997,132.0,Drama,6.4,172,Basu Bhattacharya,Rekha,Om Puri,Dinesh Thakur
293,500,Aatank,1996,113.0,"Action, Thriller",3.9,99,Prem Lalwani,Desh Mukherjee,Nafisa Ali,Dharmendra
294,501,Aatank Hi Aatank,1995,155.0,"Action, Crime, Drama",5.2,776,Dilip Shankar,Rajinikanth,Aamir Khan,Juhi Chawla
295,503,Aathi,2006,167.0,"Action, Drama, Thriller",4.4,2166,Ramana,Joseph Vijay,Trisha Krishnan,Vivek
296,505,Aatish,1979,139.0,Action,4.5,16,Ambrish Sangal,Jeetendra,Neetu Singh,Dheeraj Kumar
297,506,Aatish: Feel the Fire,1994,155.0,"Action, Crime, Drama",5.8,735,Sanjay Gupta,Sanjay Dutt,Aditya Pancholi,Raveena Tandon
298,507,Aatma,2006,107.0,"Crime, Drama, Horror",4.2,79,Deepak Ramsay,Kapil Jhaveri,Shabana Raza,Vikram Singh
299,508,Aatma,2013,100.0,"Drama, Horror, Thriller",3.8,623,Suparn Varma,Jaideep Ahlawat,Bipasha Basu,Padam Bhola
300,512,Aavida Maa Aavide,1998,153.0,"Comedy, Romance",6.4,170,E.V.V. Satyanarayana,Nagarjuna Akkineni,Tabu,Heera Rajgopal
301,513,Aavishkar,1974,107.0,"Drama, Romance",7.0,213,Basu Bhattacharya,Rajesh Khanna,Sharmila Tagore,Dina Pathak
302,514,Aawaz,1956,146.0,Romance,5.1,7,Zia Sarhadi,Nalini Jaywant,Nasir Hussain,Usha Kiran
303,515,Aawaz De Kahan Hai,1990,133.43912352005654,"Drama, Romance",3.7,7,Sibte Hassan Rizvi,Bindu,Annu Kapoor,Satyendra Kapoor
304,518,Aaya Toofan,1964,128.0,"Action, Adventure, Fantasy",6.1,14,Mohammed Hussain,Kedar Kapoor,Dara Singh,Helen
305,519,Aaya Toofan,1999,111.0,Action,5.4,31,Deepak Balraj Vij,Mithun Chakraborty,Aditya Pancholi,Gulshan Grover
306,522,Aaye Din Bahar Ke,1966,170.0,"Musical, Romance",6.6,109,Raghunath Jhalani,Asha Parekh,Dharmendra,Balraj Sahni
307,524,Aazaan,2011,125.0,"Action, Musical, Thriller",4.4,346,Prashant Chadha,Sachiin Joshi,Candice Boucher,Arya Babbar
308,525,Aazmayish,1995,147.0,"Action, Drama, Romance",5.0,35,Sachin Pilgaonkar,Sachin,Rohit Kumar Sharma,Dharmendra
309,526,Ab Ayega Mazaa,1984,128.0,Comedy,6.6,85,Pankaj Parashar,Ravi Baswani,Raja Bundela,Pawan Malhotra
310,529,Ab Dilli Dur Nahin,1957,133.0,Drama,7.6,80,Amar Kumar,Master Romi,Sulochana Latkar,Lala Yaqoob
311,530,Ab Hoga Dharna Unlimited,2012,78.0,Comedy,4.0,6,Deepak Tanwar,Saurabh Malik,Rekha Rana,Omkar Das Manikpuri
312,531,Ab Insaf Hoga,1995,125.0,"Action, Drama",4.8,32,Harish Shah,Rekha,Mithun Chakraborty,Deepika Amin
313,532,Ab Ke Baras,2002,133.43912352005654,"Action, Romance, Thriller",3.3,198,Raj Kanwar,Arya Babbar,Amrita Rao,Ashutosh Rana
314,533,Ab Kya Hoga,1977,133.43912352005654,"Mystery, Thriller",4.8,24,Saawan Kumar Tak,Shatrughan Sinha,Neetu Singh,Asrani
315,535,Ab Meri Baari,1989,133.43912352005654,Action,5.1,8,Bhagwan Thakur,Hemant Birje,Sudhir Dalvi,Kimi Katkar
316,537,Ab Tak Chhappan,2004,129.0,"Action, Crime, Drama",7.8,8379,Shimit Amin,Nana Patekar,Revathi,Yashpal Sharma
317,538,Ab Tak Chhappan 2,2015,106.0,"Action, Crime, Thriller",5.8,1344,Ejaz Gulab,Nana Patekar,Mohan Agashe,Gul Panag
318,539,Ab To Aaja Saajan Mere,1994,127.0,"Drama, Romance",4.0,6,Rakesh Nahata,Keshto Iqbal,Arvind Joshi,Shalini Kapoor
319,541,Ab Tumhare Hawale Watan Saathiyo,2004,193.0,"Action, Drama, War",4.6,1494,Anil Sharma,Sanjay Sharma,Amitabh Bachchan,Akshay Kumar
320,544,Ab... Bas!,2004,137.0,"Romance, Thriller",3.2,74,Rajesh Kumar Singh,Chetanya Adeep,Shawar Ali,Arun Bakshi
321,546,ABCD (Any Body Can Dance),2013,160.0,"Drama, Music",6.3,6458,Remo D'Souza,Prabhu Deva,Ganesh Acharya,Kay Kay Menon
322,549,Abdullah,1980,136.0,"Action, Drama, Romance",6.4,189,Sanjay Khan,Raj Kapoor,Sanjay Khan,Sanjeev Kumar
323,550,Abe Hayat,1933,133.43912352005654,Drama,2.8,10,Krishna Gopal,Ali Athar,Bachan,Nazir
324,551,Abe Hayat,1955,140.0,"Action, Adventure, Fantasy",4.8,21,Ramanlal Desai,Prem Nath,Ameeta,Shashikala
325,553,Abhay,1995,127.0,Fantasy,7.0,64,Annu Kapoor,Ankit Desai,Benjamin Gilani,Eka Lakhani
326,556,Abhi To Jee Lein,1977,135.0,"Action, Drama, Thriller",5.4,10,Roshan Taneja,Jaya Bachchan,Danny Denzongpa,Simi Garewal
327,560,Abhilasha,1968,141.0,"Drama, Romance",6.8,24,Amit Bose,Meena Kumari,Nanda,Sanjay Khan
328,562,Abhimaan,1957,133.43912352005654,"Drama, Family, Romance",7.1,10,Mahesh Kaul,Ameeta,Shekhar,Chand Usmani
329,563,Abhimaan,1973,122.0,"Drama, Musical",7.9,2665,Hrishikesh Mukherjee,Amitabh Bachchan,Jaya Bachchan,Asrani
330,565,Abhimanyu,1991,140.0,"Crime, Drama, Musical",7.0,326,Priyadarshan,Mohanlal,Shankar,Ajayan Adoor
331,566,Abhimanyu,1989,168.0,"Action, Comedy, Drama",4.6,28,Tony Juneja,Anil Kapoor,Kimi Katkar,Poonam Dhillon
332,568,Abhinetri,1970,154.0,"Drama, Romance",6.7,70,Subodh Mukherji,Shashi Kapoor,Hema Malini,Deb Mukherjee
333,569,Abhishap,1986,133.43912352005654,Drama,7.1,8,Biresh Chatterjee,Ranjit Mallick,Debashree Roy,Soumitra Bannerjee
334,570,Abhishapt,2011,133.43912352005654,Drama,7.0,6,Pankaj Prakash,Dilshad Patel,Vasundhara Das,Raj Vasudeva
335,576,Abodh,1984,132.0,Drama,5.8,109,Hiren Nag,Tapas Pal,Madhuri Dixit,Sheela Sharma
336,582,Accident on Hill Road,2010,105.0,"Crime, Drama, Thriller",4.0,284,Mahesh Nair,Farooq Shaikh,Celina Jaitly,Abhimanyu Singh
337,583,Achanak,1973,96.0,"Crime, Drama",6.8,213,Gulzar,Vinod Khanna,Om Shivpuri,Lily Chakravarty
338,584,Achanak,1998,160.0,"Action, Mystery, Thriller",4.0,245,Naresh Malhotra,Govinda,Manisha Koirala,Farha Naaz
339,589,Achha Bura,1983,133.43912352005654,Drama,6.7,25,Hrishikesh Mukherjee,Amjad Khan,Ranjeet,Raj Babbar
340,591,Achhut Kanya,1936,142.0,"Drama, Musical, Romance",6.5,114,Franz Osten,Devika Rani,Ashok Kumar,Monorama
341,592,Acid Factory,2009,108.0,"Action, Crime, Mystery",5.0,677,Suparn Varma,Fardeen Khan,Dia Mirza,Manoj Bajpayee
342,594,Action,2019,158.0,"Action, Adventure, Thriller",4.5,858,Sundar C.,Vishal,Tamannaah Bhatia,Aishwarya Lekshmi
343,596,Action Jackson,2014,144.0,"Action, Crime, Thriller",3.3,3461,Prabhu Deva,Prabhas,Ajay Devgn,Sonakshi Sinha
344,598,Action Replayy,2010,129.0,"Comedy, Romance, Sci-Fi",4.2,5814,Vipul Amrutlal Shah,Akshay Kumar,Aishwarya Rai Bachchan,Aditya Roy Kapoor
345,602,Ada... A Way of Life,2010,120.0,"Action, Crime, Drama",3.6,49,Tanvir Ahmad,Ayaan Ahmad,Ayesha Jhulka,Rahul Roy
346,606,Adalat,1958,139.0,"Drama, Musical, Romance",6.9,36,Kalidas,Nargis,Pradeep Kumar,Pran
347,607,Adalat,1976,138.0,"Action, Drama, Family",6.4,284,Narendra Bedi,Amitabh Bachchan,Waheeda Rehman,Neetu Singh
348,614,Adharm,1992,133.43912352005654,"Action, Crime, Drama",5.1,66,Aziz Sejawal,Shatrughan Sinha,Shabana Azmi,Sanjay Dutt
349,615,Adharm,2006,133.43912352005654,Action,5.3,11,Adeep Singh,Rahul Dev,Mayuri Kango,Rocky Khanna
350,616,Adhi Raat Ke Baad,1965,137.0,"Action, Drama, Mystery",6.6,28,Nanabhai Bhatt,Ashok Kumar,Ragini,Sailesh Kumar
351,618,Adhikar,1954,126.0,"Comedy, Drama, Romance",6.7,13,Mohan Segal,Usha Kiran,Kishore Kumar,Yashodra Katju
352,619,Adhikar,1986,133.43912352005654,"Drama, Family, Romance",6.2,38,Chitrayug,Vijay Sadanah,Rajesh Khanna,Tina Ambani
353,620,Adhikar,1971,133.43912352005654,Drama,4.9,21,S.M. Sagar,Ashok Kumar,Nanda,Deb Mukherjee
354,622,Adhipathi,2001,151.0,"Action, Drama",5.4,533,Ravi Raja,Nagarjuna Akkineni,Ali,Mohan Babu
355,627,Adhura Sapna,2007,88.0,Drama,4.7,11,Vimal Reddy,Tania Nazmeen Dean,Rajnel Prasad,Ratu Rakuita Tawake
356,634,Adhurs,2010,150.0,"Action, Comedy, Thriller",6.8,2393,V.V. Vinayak,N.T. Rama Rao Jr.,Nayanthara,Sheela Kaur
357,636,Adi Shankaracharya,1983,130.0,"Biography, Drama",7.3,240,G.V. Iyer,Sarvadaman Banerjee,M.V. Narayana Rao,Manjunath Bhatt
358,639,Adil-E-Jahangir,1955,150.0,Drama,5.0,8,G.P. Sippy,Pradeep Kumar,Meena Kumari,D.K. Sapru
359,641,Adisaya Piravi,1990,145.0,"Action, Comedy, Fantasy",6.9,335,S.P. Muthuraman,Rajinikanth,Chinnijayanth,Jai Ganesh
360,646,Admissions Open,2010,133.43912352005654,"Comedy, Drama",3.3,51,K.D. Satyam,Anupam Kher,Ashish Vidyarthi,Arshi
361,649,Adrishya,2017,106.0,"Drama, Family, Horror",3.3,102,Sandeep Chatterjee,Nishat Mallick,Archana Kotwal,Ravi Kumar
362,650,Adutha Varisu,1983,122.0,Drama,5.5,76,S.P. Muthuraman,Rajinikanth,Sridevi,Varalakshmi S.
363,651,Adventure Kids Hindi Film,2019,120.0,Adventure,6.6,12,Manoj Palrecha,Suvahhdan Angre,Neel Bakshi,Prachita Gujar
364,652,Adventures of Aladdin,1978,151.0,Adventure,4.7,7,Homi Wadia,Nazneen,Jayshree T.,Raza Murad
365,653,Adventures of Ali-Baba and the Forty Thieves,1980,153.0,"Action, Adventure, Family",6.2,506,Latif Faiziyev,Umesh Mehra,Dharmendra,Hema Malini
366,655,Adventures of Tarzan,1985,135.0,"Action, Adventure, Comedy",4.6,140,Babbar Subhash,Kimi Katkar,Dalip Tahil,Om Shivpuri
367,657,Ae Dil Hai Mushkil,2016,158.0,"Drama, Music, Musical",5.8,21661,Karan Johar,Ranbir Kapoor,Aishwarya Rai Bachchan,Anushka Sharma
368,660,Aetbaar,2004,152.0,"Action, Drama, Musical",4.6,1013,Vikram Bhatt,Amitabh Bachchan,John Abraham,Bipasha Basu
369,663,Aflatoon,1997,153.0,"Action, Comedy, Crime",4.5,1261,Guddu Dhanoa,Akshay Kumar,Urmila Matondkar,Anupam Kher
370,670,Africadalli Sheela,1986,134.0,"Adventure, Thriller",6.6,18,Deepak Balraj Vij,Anand Balraj,Sahila Chaddha,B.S. Dwarakish
371,671,Afsana,1966,134.0,"Drama, Romance",6.5,12,Brij,Ashok Kumar,Pradeep Kumar,Padmini
372,672,Afsana,1951,168.0,"Drama, Family",7.8,57,B.R. Chopra,Ashok Kumar,Veena,Jeevan
373,673,Afsana Dilwalon Ka,2001,195.0,"Drama, Romance",3.6,1025,J. Om Prakash,Aashish Kaul,Juni,Rahul Roy
374,674,Afsana Pyar Ka,1991,145.0,"Drama, Romance",5.9,783,M.R. Shahjahan,Aamir Khan,Neelam Kothari,Deepak Tijori
375,675,Afsar,1950,121.0,"Comedy, Romance",7.1,19,Chetan Anand,Dev Anand,Suraiya,Ruma Guha Thakurta
376,678,After the Third Bell,2014,92.0,"Crime, Mystery",6.3,43,Ajay Govind,Udayan Banerjee,Akanksha D. Sharma,Sukhesh Arora
377,683,Agar Tum Na Hote,1983,161.0,"Drama, Family",6.4,152,Lekh Tandon,Rajesh Khanna,Rekha,Raj Babbar
378,684,Agar... If,1977,133.43912352005654,Drama,6.4,27,Esmayeel Shroff,Amol Palekar,Zarina Wahab,Kader Khan
379,685,Agathiyar,1972,153.0,"Adventure, Comedy, Drama",6.6,30,A.P. Subbaraav,T.S. Balaiah,J.P. Chandrababu,Devagi
380,689,Agent Vinod,1977,139.0,"Action, Crime, Drama",5.7,84,Deepak Bahry,Mahendra Sandhu,Asha Sachdev,Iftekhar
381,690,Agent Vinod,2012,157.0,"Action, Adventure, Thriller",5.2,7210,Sriram Raghavan,Kareena Kapoor,Saif Ali Khan,Rajat Kapoor
